reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
77136,3.1.3.62,3.1.3,3.1.3;3.1.7;3.1.4;3.6.1,3.1.4.57;3.1.3.36|3.1.3.56;3.1.3.57|3.1.3.7;2.4.1.230;2.4.1.8;2.4.1.20;2.4.1.281;2.4.1.31;2.4.1.279;3.1.3.64;2.4.1.321;3.1.3.66,3.1.3,3.1.3;4.2.1;3.6.1;3.1.7;3.2.1,3.1.3,3.1.3
77140,3.1.3.62,3.1.3,3.1.3;3.1.7;5.4.4;1.11.2,3.1.4.57;3.1.3.36|3.1.3.56;3.1.3.57|3.1.3.7;2.4.1.230;2.4.1.8;2.4.1.20;2.4.1.281;2.4.1.31;2.4.1.279;3.1.3.64;2.4.1.321;3.1.3.66,3.1.3,3.1.3;3.6.1;3.6.5;4.2.1;3.6.4,3.1.3,3.1.3
77144,3.1.3.62,3.1.3,3.1.3;3.1.7;3.1.4;5.4.2,2.7.1.140|2.7.1.151;3.1.3.86;3.1.3.67;3.1.3.78;3.1.3.66;3.1.3.36;3.1.3.95;3.6.1.15,3.1.3,3.1.3;3.6.1;3.6.5;4.2.1;3.6.4,3.1.3,3.1.3
77148,3.1.3.62,3.1.3,3.1.3;3.1.4;3.1.7;5.4.2,2.7.1.127;2.7.1.127|2.7.1.159;3.1.3.67;3.1.3.86;3.1.3.36|3.1.3.56;3.1.3.78;3.1.3.66;3.1.3.95;3.6.1.15,3.1.3,3.1.3;3.6.1;4.2.1;3.6.5;3.1.7,3.1.3,3.1.3
77172,3.5.1.12,3.5.4,3.5.1;3.4.19;3.4.17;3.4.13,6.3.2.37;4.3.2.8;6.3.2.20;2.1.3.3|2.1.3.8;2.3.1.32,3.5.1,3.5.1;3.5.2;2.3.2;2.1.4;4.3.2,3.5.1,3.5.1
77228,2.1.1.390,2.1.1,2.1.1;4.4.1;2.8.1;2.5.1,2.1.1.67;2.1.1.349;2.1.1.71;2.1.1.17;2.1.1.344;2.1.1.317;2.1.1.79;2.1.1.333;2.1.1.15,2.8.4;2.1.1,2.1.1;1.17.98;2.8.4;4.7.1;1.3.98,2.1.1,2.1.1
77248,3.1.3.52,3.1.3,3.1.3;3.1.7;3.1.4;2.5.1,4.1.99.25;4.2.3.152;2.6.99.2,3.1.3,3.1.3;3.1.7;4.2.3;3.6.5;3.1.4,3.1.3,3.1.3
77356,2.6.1.44,2.6.1,2.6.1;5.4.3;4.1.3;7.2.4,2.6.1.51;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15,2.6.1,2.6.1;4.4.1;2.7.4;2.3.1;5.4.3,2.6.1,2.6.1
77640,3.1.3.7,3.6.5,3.1.3;3.1.4;3.1.7;3.1.1,2.7.1.25;3.1.3.7|3.1.3.97,3.1.3;3.1.4,3.1.3;3.1.7;3.6.1;2.7.6;3.6.5,3.1.3,3.1.3
77644,3.1.3.7,3.1.3,3.1.3;3.1.7;3.1.4;3.1.1,6.3.5.11;1.18.6.1;6.3.5.9;6.3.5.10,3.1.4,3.1.3;3.6.1;3.6.5;3.6.4;3.1.7,3.1.3,3.1.3
77740,2.3.1.158,2.3.1,2.3.1;2.8.3;4.1.3;7.2.4,2.3.1.158;2.3.1.20;2.4.1.184;3.1.3.4,3.1.1,2.3.1;2.7.8;5.4.1;2.6.1;1.1.1,2.3.1,2.3.1
77788,1.5.3.25,1.1.3,1.11.1;1.7.3;1.17.3;1.21.3,1.4.3.4;1.1.3.20;1.1.3.13;1.1.3.7;1.7.3.1;1.4.3.21;1.1.3.15;1.3.3.6,4.1.2,1.1.3;5.3.1;1.4.3;4.1.2;1.1.99,1.1.3,1.1.3
77880,1.5.3.26,1.5.3,1.1.3;1.4.3;1.3.3;1.5.3,1.4.3.4;1.7.3.1;1.1.3.13;1.1.3.7;1.1.3.20;1.4.3.21;1.2.3.1;1.1.3.15,,1.1.3;1.4.3;5.3.1;1.5.3;4.1.2,1.1.3,1.1.3
77884,3.1.3.109,3.1.3,3.1.3;3.1.7;3.1.1;3.1.4,4.1.99.25;2.6.99.2,3.1.3,3.1.3;5.4.2;4.2.1;3.1.7;3.6.5,3.1.3,3.1.3
77904,1.3.2.4,1.1.2,4.1.1;7.2.4;1.13.11;1.3.98,1.3.1.6;1.3.5.1|1.3.5.4;1.3.98.1;1.3.4.1|1.3.98.2,,1.7.2;5.2.1;1.1.2;1.12.2;1.2.2,1.1.2,1.1.2
77908,1.4.3.27,1.4.3,1.4.3;3.5.5;3.5.99;1.4.99,1.4.3.21;1.4.3.2;1.4.3.3;1.4.3.13;1.4.3.4,1.5.3,1.4.3;1.5.3;1.11.1;1.8.3;1.1.3,1.4.3,1.4.3
77964,4.2.3.214,4.2.3,4.2.3;2.1.1;4.4.1;2.5.1,4.2.3.191;2.5.1.89;4.2.3.158;4.2.3.17;4.2.3.146;4.2.3.195;4.2.3.43;4.2.3.8;4.2.3.159;4.2.3.176;1.3.1.83;4.2.3.68;4.2.3.149;4.2.3.181;4.2.3.180;4.2.3.145;4.2.3.178;4.2.3.198|4.2.3.66;4.2.3|4.2.3.-|4.2.3.56;4.2.3.168;4.2.3.-|4.2.3.129;4.2.3.62;4.2.3.37;4.2.3.69;4.2.3.7;4.2.3.96;4.2.3.172;4.2.3.167;4.2.3.6;4.2.3.79;4.2.3.136;2.5.1.86;4.2.3.160;4.2.3.76;4.2.3.87;4.2.3.74;4.2.3.169;4.2.3.24;4.2.3.90;4.2.3.56|4.2.3.58;4.2.3.164|4.2.3.ek;4.2.3.80;4.2.3.-|4.2.3.104;4.2.3.-|4.2.3.127;4.2.3.73;4.2.3.21;4.2.3.-|4.2.3.128;4.2.3.165;4.2.3.22;4.2.3.133;4.2.3.157,4.2.3,4.2.3;5.5.1;5.3.3;5.4.99;2.5.1,4.2.3,4.2.3
77968,4.2.3.221,4.2.3,4.2.3;3.1.7;2.5.1;2.1.1,4.2.3.8;4.2.3.100;4.2.3.176;4.2.3.188;4.2.3.178;4.2.3.145;2.5.1.74;4.2.3.167;4.2.3.-|4.2.3.130;4.2.3.180;4.2.3.151;4.2.3.146;2.5.1.-|2.5.1.39,4.2.3;2.5.1,4.2.3;2.5.1;5.5.1;5.3.3;3.1.7,4.2.3,4.2.3
77972,4.2.3.220,4.2.3,4.2.3;3.1.7;2.1.1;2.5.1,4.2.3.178;4.2.3.176;4.2.3.145;4.2.3.191;4.2.3.8;4.2.3.146;4.2.3.195;4.2.3.158;4.2.3.188;4.2.3.17;2.5.1.89;2.5.1.86;4.2.3.149;4.2.3.180;4.2.3.159;4.2.3.-|4.2.3.130;2.5.1.74;4.2.3.43;4.2.3.62;4.2.3.-|4.2.3.104;4.2.3.-|4.2.3.129;4.2.3.7;4.2.3.96;4.2.3.68;4.2.3.37;4.2.3.6;4.2.3.69;2.5.1.-|2.5.1.39,4.2.3;2.5.1,4.2.3;2.5.1;3.1.7;5.3.3;5.4.99,4.2.3,4.2.3
77976,2.5.1.158,2.5.1,2.5.1;4.2.3;2.1.1;4.4.1,2.5.1.142;2.5.1.92;2.5.1.83;2.5.1.82;2.5.1.1|2.5.1.10|2.5.1.29,2.5.1,2.5.1;5.3.3;4.2.3;5.5.1;2.7.7,2.5.1,2.5.1
77980,4.2.3.213,4.2.3,3.1.7;4.2.3;3.1.3;2.5.1,4.2.3.149;4.2.3.8;2.5.1.86;4.2.3.145;4.2.3.178;4.2.3.176;2.5.1.74;4.2.3.146;4.2.3.191;4.2.3.17;2.5.1.89;4.2.3.195;4.2.3.-|4.2.3.104;4.2.3.158;3.1.7.7|4.2.3.194;4.2.3.180;4.2.3.62;4.2.3.75;4.2.3.77;4.2.3.159;2.5.1.82;4.2.3.188;2.5.1.31;4.2.3.7;4.2.3.55;3.1.7.10;4.2.3.68;2.5.1.88;4.2.3.6,4.2.3,4.2.3;3.1.7;2.5.1;4.2.1;5.1.1,4.2.3,4.2.3
78168,1.3.1.126,1.1.1,7.2.4;1.3.1;1.1.1;1.2.1,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.3.1;1.1.1,1.3.1;1.1.1;1.17.1;1.6.5;1.2.1,1.1.1,1.1.1
78172,2.1.1.391,2.1.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.68;2.1.1.303;2.1.1.334;2.1.1.65;2.1.1.232;2.1.1.302;2.1.1.241;2.1.1.76;2.1.1.88;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.212;2.1.1.169|2.1.1.175;2.1.1.155;2.1.1.4;2.1.1.283;2.1.1.155|2.1.1.75;2.1.1.-|2.1.1.338;2.1.1.292;2.1.1.128;2.1.1.94;2.1.1.270;2.1.1.116;2.1.1.336;2.1.1.70|2.1.1.93;2.1.1.38;2.1.1.110;2.1.1.146|2.1.1.279;2.1.1.-|2.1.1.291;2.1.1.109;2.1.1.293;2.1.1.240;2.1.1.323;2.1.1.117;2.1.1.330;2.1.1.89;2.1.1.104,2.1.1,2.1.1;2.8.4;1.17.98;1.3.98;2.3.1,2.1.1,2.1.1
78272,4.2.3.212,4.2.3,3.1.7;2.5.1;4.2.3;3.1.3,4.2.3.173;4.2.3.98;4.2.3.62;4.2.3.-|4.2.3.127;4.2.3.133;4.2.3.170;4.2.3.175;4.2.3.-|4.2.3.125;4.2.3.-|4.2.3.162;4.2.3.24;4.2.3.171;4.2.3.-|4.2.3.128;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.64;4.2.3.184;4.2.3.96;4.2.3.70;4.2.3.74;4.2.3.39;4.2.3.160;4.2.3.165;4.2.3.7;4.2.3.88;4.2.3.67;4.2.3.56|4.2.3.58;4.2.3.157;4.2.3.80;4.2.3.146;4.2.3.37;4.2.3.85;4.2.3.169;4.2.3.73;4.2.3.179;4.2.3.136;4.2.3.87;4.2.3.76;4.2.3.198|4.2.3.66;4.2.3.164|4.2.3.ek;4.2.3.161;4.2.3.22;4.2.3.21;4.2.3.182;4.2.3.61;4.2.3.9;4.2.3.90;4.2.3.135;4.2.3.82;4.2.3.50;4.2.3.176;4.2.3.79;4.2.3.13;4.2.3.97;4.2.3.6;4.2.3.191;4.2.3.158;4.2.3.181;4.2.3.81;4.2.3.54;4.2.3.139,4.2.3,4.2.3;4.2.1;5.5.1;3.1.7;5.3.3,4.2.3,4.2.3
78276,4.2.3.215,4.2.3,4.2.3;3.1.7;2.5.1;2.1.1,4.2.3.191;4.2.3.43;4.2.3.168;4.2.3.146;4.2.3.167;2.5.1.89;4.2.3.17;4.2.3.159;4.2.3.158;4.2.3.180;4.2.3.8;4.2.3.195;4.2.3.149;4.2.3.176;4.2.3.178;4.2.3.76;1.3.1.83;4.2.3.145;4.2.3.161;4.2.3.37;4.2.3.84;4.2.3.78;4.2.3.6;4.2.3.-|4.2.3.104;4.2.3|4.2.3.-|4.2.3.56;4.2.3.79;4.2.3.87;4.2.3.73;4.2.3.144;4.2.3.136;4.2.3.169;4.2.3.-|4.2.3.129;4.2.3.62;4.2.3.7;4.2.3.179;4.2.3.80;4.2.3.61;4.2.3.9;4.2.3.198|4.2.3.66;4.2.3.181;4.2.3.164|4.2.3.ek;4.2.3.133;4.2.3.165;4.2.3.24;4.2.3.160;4.2.3.-|4.2.3.127;4.2.3.182;2.5.1.82;4.2.3.56|4.2.3.58;4.2.3.135,4.2.3,4.2.3;2.5.1;5.5.1;5.3.3;5.4.99,4.2.3,4.2.3
78280,4.2.3.216,4.2.3,4.2.3;3.1.7;2.5.1;3.1.3,4.2.3.145;4.2.3.178;4.2.3.176;4.2.3.17;4.2.3.158;4.2.3.146;4.2.3.191;4.2.3.8;4.2.3.81;4.2.3.54;4.2.3.195;4.2.3.149;4.2.3.188;2.5.1.89;4.2.3.180;4.2.3.159;4.2.3.68;4.2.3.43;4.2.3.69;4.2.3.79;2.5.1.86;4.2.3.181;4.2.3.7;4.2.3.169;4.2.3.160;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.22;4.2.3.96;4.2.3.62;4.2.3.37;4.2.3.168;4.2.3.-|4.2.3.104;4.2.3.136;4.2.3.144;4.2.3.6;4.2.3.80;4.2.3.55;4.2.3.198|4.2.3.66;4.2.3.133;4.2.3|4.2.3.-|4.2.3.56;4.2.3.172;4.2.3.164|4.2.3.ek;4.2.3.74;4.2.3.21;4.2.3.76;4.2.3.82;4.2.3.-|4.2.3.130;4.2.3.167,4.2.3,4.2.3;2.5.1;5.5.1;3.1.7;5.3.3,4.2.3,4.2.3
78284,4.2.3.217,4.2.3,3.1.7;4.2.3;2.5.1;3.1.3,4.2.3.178;4.2.3.145;4.2.3.176;4.2.3.188;4.2.3.55;4.2.3.149;4.2.3.191;4.2.3.8;4.2.3.195;4.2.3.159;4.2.3.180;4.2.3.17;4.2.3.158;4.2.3.43;4.2.3.146;2.5.1.89;4.2.3.-|4.2.3.130;4.2.3.167;4.2.3.38;4.2.3.198|4.2.3.66;4.2.3.144;4.2.3|4.2.3.-|4.2.3.56;4.2.3.62;4.2.3.73;4.2.3.164|4.2.3.ek;4.2.3.68;4.2.3.181;4.2.3.87;4.2.3.83;4.2.3.174;4.2.3.187;4.2.3.21;4.2.3.90;4.2.3.165;4.2.3.61;4.2.3.9;4.2.3.24;4.2.3.78;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;4.2.3.123;4.2.3.6;4.2.3.57,4.2.3,4.2.3;2.5.1;5.3.3;3.1.7;2.7.6,4.2.3,4.2.3
78288,4.2.3.218,4.2.3,4.2.3;2.5.1;2.1.1;3.1.7,4.2.3.158;4.2.3.17;4.2.3.195;4.2.3.191;2.5.1.89;4.2.3.159;4.2.3.146;4.2.3.43;4.2.3.180;4.2.3.168;4.2.3.8;4.2.3.167;4.2.3.176;4.2.3.149;4.2.3.178;4.2.3.145;1.3.1.83;4.2.3.68;4.2.3.160;4.2.3.74;4.2.3.161;4.2.3.37;4.2.3.6;4.2.3.69;4.2.3.136;4.2.3.96;4.2.3.-|4.2.3.129;4.2.3|4.2.3.-|4.2.3.56;4.2.3.198|4.2.3.66;4.2.3.7;4.2.3.135;4.2.3.79;4.2.3.182;4.2.3.80;4.2.3.157;4.2.3.56|4.2.3.58;4.2.3.163;4.2.3.-|4.2.3.162;4.2.3.62;4.2.3.172;4.2.3.181;4.2.3.169;4.2.3.93;4.2.3.76;4.2.3.90;4.2.3.-|4.2.3.104;4.2.3.73;4.2.3.87;4.2.3.39;4.2.3.164|4.2.3.ek;4.2.3.24;4.2.3.21;4.2.3.144;4.2.3.-|4.2.3.126;4.2.3.92,4.2.3,4.2.3;2.5.1;5.5.1;3.1.7;5.4.99,4.2.3,4.2.3
78292,4.2.3.219,4.2.3,4.2.3;3.1.7;2.5.1;4.4.1,4.2.3.178;4.2.3.145;4.2.3.176;4.2.3.8;4.2.3.195;2.5.1.89;4.2.3.191;4.2.3.146;4.2.3.149;4.2.3.180;4.2.3.17;2.5.1.86;4.2.3.158;4.2.3.159;4.2.3.188;4.2.3.-|4.2.3.104;4.2.3.43;4.2.3.62;4.2.3.7;4.2.3.6;4.2.3.168;4.2.3.93;4.2.3.96;4.2.3.55;4.2.3.69;4.2.3.160;4.2.3.-|4.2.3.129;4.2.3.181;4.2.3.79;4.2.3.68;4.2.3.167;4.2.3.37;4.2.3.22;4.2.3.136;4.2.3.198|4.2.3.66;4.2.3.161;4.2.3.-|4.2.3.130;4.2.3.164|4.2.3.ek;4.2.3.-|4.2.3.162;4.2.3.90;4.2.3|4.2.3.-|4.2.3.56;4.2.3.24;4.2.3.21;4.2.3.74;2.5.1.82;4.2.3.172;4.2.3.87;4.2.3.73;4.2.3.38;4.2.3.169;2.5.1.31,4.2.3,4.2.3;2.5.1;3.1.7;2.7.6;5.3.3,4.2.3,4.2.3
78412,3.1.1.122,3.2.2,3.3.2;3.1.1;3.7.1;3.1.3,1.14.14.117;3.1.1.78;3.1.1.82;3.1.1.100;1.2.5.3;1.17.5.3;1.2.7.4;3.5.1.54;2.3.1.232;2.3.1.199;1.14.18.3;1.14.11.20;1.14.11.31;4.1.1.48,1.5.99,4.2.1;3.1.1;3.3.2;3.2.1;3.5.4,3.1.1,3.1.1
78460,7.4.2.6,7.4.2,3.2.1;1.17.7;1.12.7;2.7.7,6.3.4.6;6.3.2.4,7.3.2;7.2.2,3.6.1;3.6.5;3.6.4;6.3.5;5.6.2,3.2.1|3.6.1|6.3.4|7.3.2|7.4.2,3.6.1|6.3.4|7.3.2|7.4.2
78700,2.4.1.392,2.4.1,2.4.2;2.8.3;2.3.1;2.7.8,2.4.1.339;2.4.1.231;2.4.1.64;2.4.1.-|2.4.1.282;2.4.1.7;2.4.1.332;2.4.1.359|2.4.1.dr;2.4.1.279;2.4.1.31;2.4.1.247;2.4.1.281;2.4.1.8;2.4.1.20;2.4.1.211;2.4.1.320;2.4.1.321;2.4.1.230;2.4.1.216;2.4.1.352;2.4.1.329;2.4.2.1,2.4.1,2.4.1;2.4.2;2.7.7;3.1.3;2.7.4,2.4.1,2.4.1
78708,3.4.11.27,3.5.3,3.4.19;3.4.13;3.4.17;3.5.1,6.3.2.48;1.14.13.39;6.3.2.47;6.3.2.26;2.1.4.1;2.3.1.109;6.3.1.13;3.5.1.20;1.4.99.6;6.3.4.5,3.5.1,2.3.2;3.5.2;4.3.2;3.5.1;1.13.12,6.3.2,6.3.2
78712,2.4.1.392,2.4.1,7.2.4;2.1.3;2.8.3;2.7.2,2.4.1.339;2.4.1.231;2.4.1.64;2.4.1.7;2.4.1.359|2.4.1.dr;2.4.1.332;2.4.1.321;2.4.1.-|2.4.1.282;2.4.1.247;2.4.1.31;2.4.1.279;2.4.1.281;2.4.1.8;2.4.1.20;2.4.1.211;2.4.1.320;2.4.1.352;2.4.1.216;2.4.1.230;2.4.1.329;2.4.2.1,2.4.1,2.4.1;2.4.2;2.7.7;3.1.3;2.7.4,2.4.1,2.4.1
78716,3.2.1.218,3.2.1,3.2.1;3.1.1;2.4.2;2.4.1,2.4.1.7;2.4.1.13;5.4.99.11;2.4.1.329;2.4.1.14;2.4.1.246;1.1.99.28;5.3.1.5,3.2.1,3.2.1;5.4.99;2.4.1;2.3.1;4.2.1,3.2.1,3.2.1
78720,3.2.1.218,3.2.1,3.2.1;2.4.1;2.4.2;3.1.1,2.4.1.64;2.4.1.231;2.4.1.279;2.4.1.20;2.4.1.8;2.4.1.31;2.4.1.281;2.4.1.245;3.2.1.28;2.4.1.230;3.2.1.85,3.2.1;2.4.1,3.2.1;5.4.99;2.3.1;2.4.1;4.2.1,2.4.1,2.4.1
78724,3.2.1.218,3.2.1,3.2.1;3.1.1;3.1.3;2.4.1,2.4.1.22;3.2.1.85;2.4.1.20;2.4.1.8;2.4.1.281;2.4.1.339;3.2.1.108|3.2.1.23,2.4.1,3.2.1;2.4.2;5.4.99;4.2.1;2.4.1,3.2.1,2.4.1
78744,3.2.1.220,3.2.1,3.2.1;4.2.1;3.1.1;3.7.1,3.2.1.105;2.3.1.72;3.2.1.85;2.4.1.230;3.2.1.122|3.2.1.93;3.2.1.206;5.4.99.16;2.4.1.31;2.4.1.279;2.4.1.281;2.4.1.20;2.4.1.8;2.4.1.64;2.4.1.231;2.4.1.245;3.2.1.191|3.2.1.z;3.2.1.45;3.2.1.46;3.2.1.28,3.2.1,3.2.1;2.4.1;2.3.1;5.4.99;5.1.3,3.2.1,3.2.1
78748,4.2.2.28,1.1.99,3.2.1;3.1.1;3.5.1;2.4.1,3.2.1.51;3.2.1.172;5.1.3.-|5.1.3.32;5.1.3.-|5.1.3.29,3.2.1,3.2.1;2.3.1;5.4.99;5.1.3;2.4.2,3.2.1,3.2.1
78756,4.2.2.28,1.1.99,3.2.1;2.4.2;2.4.1;2.3.2,3.2.1.51;3.2.1.172;5.1.3.-|5.1.3.32;5.1.3.-|5.1.3.29,3.2.1,3.2.1;2.4.2;5.1.3;5.4.99;2.4.1,3.2.1,3.2.1
78764,3.2.1.220,3.2.1,3.2.1;4.2.1;2.4.1;3.1.1,3.2.1.105;2.3.1.72;3.2.1.85;2.4.1.230;3.2.1.122|3.2.1.93;3.2.1.206;5.4.99.16;2.4.1.279;2.4.1.31;2.4.1.281;2.4.1.20;2.4.1.8;2.4.1.64;2.4.1.231;2.4.1.245;3.2.1.191|3.2.1.z;3.2.1.46;3.2.1.45;3.2.1.28,3.2.1,3.2.1;2.4.1;2.3.1;5.4.99;5.1.3,3.2.1,3.2.1
78780,3.5.3.27,3.5.1,3.10.1;3.5.99;3.5.3;3.9.1,3.5.1.20;2.6.1.69|3.5.3.23;3.5.1.6;3.5.1.53;3.5.1.87;3.5.1.77;3.5.1.54;3.5.3.1|3.5.3.7;3.5.3.10,3.5.3,3.5.3;3.5.1;2.1.4;2.3.2;3.5.2,3.5.1,3.5.1
78796,2.3.3.22,2.3.1,2.3.2;3.1.2;2.3.3;2.3.1,2.3.3.19;2.3.1.169;4.4.1.26;2.3.3.9|4.1.3.2;2.3.3.10|4.1.3.5;2.3.1.16,2.3.1,3.1.2;2.3.1;1.2.1;2.3.3;2.8.3,2.3.1,2.3.1
78808,4.1.1.127,4.1.1,4.1.1;3.7.1;3.5.1;3.5.3,4.1.1.96;4.1.1.19,4.1.1,4.1.1;1.13.12;5.4.3;2.3.1;2.6.1,4.1.1,4.1.1
78812,1.5.1.55,1.4.1,1.21.99;1.5.99;2.8.4;1.12.98,1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.5.1.43;1.6.5.4;1.1.1.3;1.1.1.412;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.3.1;1.1.1,1.2.1;1.5.1;1.5.3;1.1.1;1.17.1,1.1.1|1.5.1,1.1.1|1.5.1
78816,1.14.13.252,1.14.13,1.14.19;1.14.15;1.14.14;1.14.18,1.6.3.2;4.1.99.5;1.14.12.17;1.14.13.225;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.3.1,1.14.13;1.6.3;1.14.19;1.14.99;1.17.1,1.14.13,1.14.13
78820,2.6.1.125,2.6.1,2.6.1;4.1.3;2.8.3;2.2.1,2.6.1.5|2.6.1.57|2.6.1.88;2.6.1.83;2.6.1.14;2.6.1.80;2.6.1.1|2.6.1.3,2.6.1,5.1.99;2.6.1;5.1.1;2.7.4;2.3.1,2.6.1,2.6.1
78824,2.6.1.126,2.6.1,2.6.1;4.1.3;2.8.3;2.2.1,2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57,5.4.3,2.6.1;4.1.1;1.1.99;5.1.1;1.4.1,2.6.1,2.6.1
78828,4.1.2.66,3.7.1,4.2.1;4.1.2;4.1.99;4.3.1,3.1.1.2;3.5.1.114|3.5.1.14;3.1.1.6;2.8.3.8;3.1.1.71;3.1.1.47;3.5.1.89;3.5.1.76;1.13.11.43;1|1.1.1.318;4.1.3.40,4.1.1;1.13.11,4.1.2;4.2.1;2.8.3;3.7.1;1.2.1,4.1.2|4.2.1,3.1.1
78840,1.8.5.10,1.8.4,1.8.5;1.8.98;1.3.4;1.17.7,,,1.8.5;1.3.5;2.8.5;1.8.2;1.8.7,1.8.5,1.8.4|1.8.5
78884,3.2.1.220,3.2.1,3.2.1;4.2.1;3.1.1;3.3.2,3.2.1.105;2.3.1.72;3.2.1.85;2.4.1.230;3.2.1.122|3.2.1.93;5.4.99.16;3.2.1.206;2.4.1.279;2.4.1.31;2.4.1.8;2.4.1.20;2.4.1.281;2.4.1.231;2.4.1.64;3.2.1.191|3.2.1.z;2.4.1.245;3.2.1.45;3.2.1.46;3.2.1.47;3.2.1.182,3.2.1,3.2.1;2.4.1;2.3.1;5.4.99;5.1.3,3.2.1,3.2.1
78944,1.8.1.22,1.11.1,2.8.4;1.97.1;2.1.1;3.1.6,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.8.1,1.8.1;1.11.1;2.8.5;1.2.1;1.17.4,1.8.1,1.8.1
78952,3.1.4.62,3.1.4,3.1.4;3.1.3;3.1.1;2.7.8,2.7.7.14;3.1.4.3;2.7.1.82;2.7.7.15|2.7.7.57;3.1.4.2|3.1.4.38;2.3.1.40;4.1.1.65,3.1.4,3.1.4;2.7.8;3.6.1;3.1.7;2.4.3,3.1.4,3.1.4
78972,4.1.1.126,4.1.1,4.1.1;3.7.1;3.5.1;3.5.2,4.1.1.110;4.1.1.99;4.1.1.6;4.1.1.113|4.1.1.z;2.3.1.165;2.3.1.216;2.3.1.236;2.3.1.237;2.3.1.156|2.3.1.74,,4.1.1;5.3.3;5.5.1;1.2.3;4.2.1,4.1.1,4.1.1
78976,4.2.1.182,4.2.1,4.2.1;3.7.1;3.5.5;3.13.1,2.7.4.2;2.7.1.36;4.1.1.99;4.1.1.33;4.1.1.110;4.2.1.35;4.2.1.34;1.1.1.34;1.1.1.34|1.1.1.88;4.2.1.170;4.2.1.18;4.2.1.-|4.2.1.83;5.4.99.14;4.1.3.22;2.3.1.182|2.3.3.13,,4.2.1;4.1.3;5.5.1;5.4.4;5.4.99,4.2.1,4.2.1
78980,4.2.3.223,4.2.3,4.2.3;2.1.1;4.4.1;4.2.1,4.2.3.191;4.2.3.158;4.2.3.146;2.5.1.89;4.2.3.195;4.2.3.8;4.2.3.17;4.2.3.43;4.2.3.159;4.2.3.180;4.2.3.176;4.2.3.149;4.2.3.145;4.2.3.62;1.3.1.83;4.2.3.168;4.2.3.178;4.2.3.37;4.2.3.-|4.2.3.129;4.2.3.-|4.2.3.162;4.2.3.64;4.2.3.7;4.2.3.167;4.2.3.172;4.2.3.160;4.2.3.136;4.2.3.96;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.93;4.2.3.24;4.2.3.74;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;4.2.3.73;4.2.3.133;4.2.3.76;4.2.3.98;4.2.3.68;4.2.3.163;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.104;4.2.3.69;4.2.3.87;4.2.3.-|4.2.3.128;4.2.3.67;4.2.3.164|4.2.3.ek;2.5.1.86;4.2.3.21;4.2.3.181,4.2.3,4.2.3;5.5.1;5.3.3;2.5.1;5.4.99,4.2.3,4.2.3
78984,4.2.3.224,4.2.3,4.2.3;5.4.99;2.1.1;5.5.1,4.2.3.158;4.2.3.146;4.2.3.191;2.5.1.89;4.2.3.159;4.2.3.17;4.2.3.195;4.2.3.43;4.2.3.8;4.2.3.180;4.2.3.176;4.2.3.145;4.2.3.168;4.2.3.149;4.2.3.178;1.3.1.83;4.2.3.167;4.2.3.74;4.2.3.37;4.2.3.136;4.2.3.7;4.2.3.96;4.2.3.160;4.2.3.-|4.2.3.129;4.2.3.68;4.2.3.157;4.2.3.69;4.2.3.163;4.2.3.79;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.62;4.2.3.6;4.2.3.39;4.2.3.70;4.2.3.198|4.2.3.66;4.2.3.184;4.2.3.169;4.2.3.76;4.2.3.172;4.2.3.181;4.2.3.135;4.2.3.133;4.2.3.161;4.2.3.170;4.2.3.175;4.2.3.87;4.2.3.-|4.2.3.127;4.2.3.73;4.2.3.24;4.2.3.-|4.2.3.128;4.2.3.182;4.2.3.164|4.2.3.ek;4.2.3.-|4.2.3.162;2.5.1.86;4.2.3.21;4.2.3.90,4.2.3,4.2.3;5.5.1;5.4.99;5.3.3;2.5.1,4.2.3,4.2.3
